sample,GPSC
14672_3#5,4
14673_3#68,4
11860_1#90,4
15873_6#69,4
15940_5#41,4
13091_4#80,4
10754X119_140620_D00294_0106_AC4FB4ANXX_6,4
13091_2#33,4
21946_6#287,4
21903_8#150,4
15940_6#11,4
21946_6#210,4
13682_2#40,4
23495_7#56,4
6999_5#20,4
12291_4#55,4
15940_5#75,4
21946_6#192,4
21946_6#201,4
6823_8#8,4
11826_1#80,4
7622_3#94,4
18787_3#6,4
22695_3#20,4
13710_1#69,4
13091_3#36,4
18787_3#23,4
13414_1#2,4
19341_3#4,4
21946_6#120,4
12291_4#29,4
20427_4#38,4
13091_2#85,4
19084_8#115,4
18814_1#45,4
12378_4#16,4
15277_1#8,4
27119_1#172,4
11861_2#73,4
12291_5#84,4
13414_1#85,4
17794_3#82,4
21903_8#74,4
6593_2#24,4
6472_6#23,4
9950_3#47,4
12291_4#81,4
17794_4#71,4
21946_6#123,4
15874_8#28,4
13091_4#1,4
21946_6#92,4
19084_8#137,4
13091_4#4,4
11861_3#29,4
18814_1#67,4
26968_7#272,4
14520_8#9,4
15940_6#32,4
13682_1#74,4
22695_3#27,4
10071_4#77,4
22709_8#361,4
15191_5#13,4
24820_2#305,4
11860_8#34,4
12299_2#79,4
9950_2#90,4
19787_5#54,4
12274_4#79,4
32036_8#152,4
10868_6#38,4
7553_4#47,4
13224_7#29,4
15682_5#73,4
6570_1#11,4
12378_4#20,4
6925_1#50,4
27119_1#9,4
27119_1#92,4
15940_2#21,4
10678_7#74,4
18814_1#52,4
13091_1#82,4
14913_5#90,4
22695_3#81,4
10868_5#39,4
27119_1#239,4
14673_2#24,4
6512_3#8,4
14520_8#83,4
27119_1#252,4
10754X110_140620_D00294_0106_AC4FB4ANXX_6,4
19787_5#65,4
6470_6#21,4
7001_2#3,4
12837_5#16,4
10868_6#62,4
13414_4#35,4
11861_3#12,4
21946_6#291,4
22695_3#269,4
13414_2#36,4
13091_4#7,4
18814_2#44,4
13091_3#84,4
21903_8#274,4
15682_7#70,4
27119_1#267,4
27119_1#99,4
27119_1#36,4
7622_5#70,4
32139_3#43,4
15682_6#57,4
9950_2#47,4
18814_1#56,4
11861_2#87,4
13710_1#35,4
22695_3#303,4
21946_6#65,4
15940_1#41,4
27119_1#156,4
21903_8#280,4
17794_4#67,4
18787_3#2,4
6925_2#80,4
14673_1#49,4
15608_4#32,4
18814_1#57,4
22695_3#192,4
18787_3#22,4
15940_1#54,4
21946_6#97,4
15191_8#13,4
15940_7#76,4
11860_8#67,4
6569_8#5,4
13414_3#66,4
23584_8#144,4
15873_8#51,4
10754X183_140620_D00294_0106_AC4FB4ANXX_6,4
11826_4#34,4
27119_1#150,4
22695_3#23,4
6470_6#18,4
21946_6#357,4
27119_1#235,4
23733_1#103,4
21903_8#267,4
17794_4#61,4
22709_8#299,4
14520_8#34,4
21946_6#125,4
13091_2#91,4
11822_8#42,4
21946_6#11,4
17794_4#46,4
24977_8#12,4
16399_8#47,4
13414_2#16,4
19341_3#57,4
18814_1#54,4
21946_6#259,4
27119_1#49,4
12378_4#25,4
27119_1#112,4
10754X123_140620_D00294_0106_AC4FB4ANXX_6,4
17794_4#37,4
6569_7#21,4
13224_7#10,4
15873_6#81,4
13681_1#39,4
18787_3#5,4
18814_1#53,4
21946_6#289,4
17794_5#70,4
12291_4#59,4
15608_4#33,4
9950_3#24,4
12291_5#50,4
17794_4#16,4
23584_8#169,4
18090_2#14,4
21946_6#208,4
13091_2#32,4
22695_3#66,4
15940_7#14,4
21903_6#176,4
21903_8#61,4
15191_6#66,4
21903_8#113,4
11893_8#13,4
24820_2#308,4
25108_8#4,4
27119_1#122,4
11679_1#10,4
15940_7#46,4
27119_1#58,4
16043_2#70,4
18814_1#69,4
11826_1#2,4
14672_3#22,4
21903_8#317,4
10868_6#58,4
14673_2#84,4
18090_2#12,4
18814_2#8,4
22695_3#146,4
24977_8#11,4
27119_1#210,4
27119_1#250,4
18814_2#16,4
23584_8#180,4
11657_8#9,4
27119_1#65,4
7001_3#16,4
15940_6#42,4
27119_1#264,4
22695_3#36,4
6999_5#22,4
27119_1#106,4
16453_3#63,4
9950_3#25,4
7553_6#1,4
7622_4#3,4
13091_2#87,4
17794_4#45,4
32139_3#61,4
14566_8#56,4
12299_1#42,4
21053_8#77,4
7001_1#2,4
21903_8#118,4
24977_8#77,4
17966_5#114,4
13091_4#90,4
19084_8#167,4
27119_1#270,4
21946_6#76,4
13681_1#52,4
18787_3#16,4
19787_5#50,4
14566_8#14,4
16453_2#77,4
27119_1#82,4
10868_6#30,4
17794_4#26,4
9950_3#78,4
21946_6#351,4
11822_1#34,4
15940_7#70,4
13681_1#83,4
7622_5#89,4
7622_5#50,4
21946_6#164,4
16934_1#87,4
13414_8#93,4
11657_8#17,4
11826_4#30,4
14672_3#29,4
18814_1#17,4
18814_1#23,4
15191_6#61,4
7622_4#40,4
14566_8#95,4
15873_6#53,4
27119_1#77,4
26968_7#271,4
11826_1#21,4
6569_8#2,4
13682_1#85,4
15191_8#74,4
24775_1#123,4
10208_2#35,4
6512_6#8,4
18814_1#49,4
15940_7#38,4
12673_6#1,4
21903_8#178,4
18787_3#10,4
14673_1#11,4
18814_2#64,4
21903_8#275,4
22695_3#6,4
18814_1#72,4
15191_5#68,4
14412_1#74,4
9950_3#72,4
27119_1#145,4
15608_2#75,4
15940_5#2,4
6512_6#21,4
10754X108_140620_D00294_0106_AC4FB4ANXX_6,4
27119_1#259,4
6472_8#11,4
6952_7#1,4
12838_1#91,4
12274_5#25,4
9950_3#14,4
15191_7#62,4
11822_1#87,4
13091_1#16,4
18814_1#32,4
27119_1#35,4
18787_3#12,4
22709_8#353,4
17966_5#128,4
6925_2#91,4
14672_3#25,4
27119_1#91,4
21946_6#211,4
27119_1#98,4
15873_7#71,4
27119_1#31,4
12274_6#92,4
32036_8#361,4
6569_8#18,4
21946_6#80,4
14520_8#13,4
21903_8#283,4
7553_5#65,4
7001_3#23,4
12837_5#30,4
10868_5#20,4
13710_2#68,4
11826_3#23,4
21903_8#347,4
21946_6#281,4
15940_2#59,4
14913_6#42,4
27119_1#187,4
7553_4#4,4
6512_4#11,4
22695_3#305,4
26968_7#278,4
15940_7#80,4
6952_4#23,4
11657_8#12,4
27119_1#272,4
13670_3#31,4
27119_1#93,4
9950_1#61,4
15682_8#15,4
20427_5#42,4
15682_7#17,4
15682_8#26,4
10868_6#69,4
15940_5#85,4
13682_2#95,4
11791_1#13,4
22695_3#224,4
7553_5#51,4
27119_1#152,4
17794_4#19,4
13414_1#38,4
27119_1#60,4
21903_8#146,4
17794_5#34,4
13710_2#2,4
24775_1#60,4
15940_2#23,4
15940_6#65,4
11826_4#26,4
15191_7#7,4
13710_2#26,4
13091_4#92,4
7622_5#55,4
21903_8#192,4
19341_2#179,4
15940_6#59,4
18814_1#28,4
12274_6#6,4
13682_2#85,4
17794_3#63,4
19341_2#173,4
22695_3#307,4
17794_4#35,4
11822_1#50,4
24977_8#181,4
27119_1#277,4
27119_1#121,4
21946_6#296,4
14566_8#94,4
21903_8#264,4
6999_4#10,4
11893_1#78,4
21053_8#80,4
15682_7#37,4
27119_1#261,4
6512_4#12,4
15682_5#88,4
14673_3#84,4
21946_6#117,4
6593_2#17,4
11860_1#84,4
31958_2#277,4
19646_1#92,4
11826_3#28,4
15940_4#6,4
6999_6#8,4
10208_2#46,4
15608_5#92,4
7622_3#57,4
18814_1#34,4
22709_8#305,4
13091_4#59,4
13091_2#34,4
23495_7#49,4
21946_6#18,4
15940_7#3,4
34746_4#338,4
6823_8#7,4
22695_3#167,4
13710_2#25,4
7553_5#54,4
7553_6#3,4
13224_7#44,4
12274_6#13,4
12274_6#63,4
15191_8#24,4
15191_8#25,4
16043_2#62,4
19787_6#58,4
14520_8#77,4
21903_8#71,4
17794_5#56,4
7622_2#35,4
6512_7#21,4
14913_7#8,4
14673_2#83,4
19341_3#85,4
6999_3#17,4
15682_2#21,4
21903_8#165,4
15191_8#65,4
21903_8#346,4
19341_3#24,4
23495_7#34,4
14566_8#23,4
14673_2#27,4
12299_2#62,4
24820_2#353,4
7622_2#39,4
20427_4#43,4
18814_1#77,4
27119_1#75,4
17175_7#34,4
21946_6#309,4
15191_6#72,4
15940_4#3,4
21946_6#341,4
23584_8#80,4
18814_1#33,4
15995_1#17,4
21946_6#54,4
10050_2#42,4
15682_8#64,4
27119_1#111,4
27119_1#55,4
21946_6#327,4
14673_1#55,4
15940_6#9,4
13710_2#12,4
7622_2#8,4
6999_7#11,4
22695_3#127,4
7622_4#5,4
15873_8#32,4
22984_8#52,4
15940_7#41,4
6512_1#3,4
11511_8#56,4
17794_6#89,4
6472_7#4,4
15940_3#81,4
27119_1#208,4
11826_3#26,4
21903_8#31,4
27119_1#123,4
11658_1#3,4
19084_8#121,4
15873_6#8,4
13091_4#89,4
7622_2#1,4
22695_3#55,4
27119_1#97,4
13091_4#50,4
17966_5#131,4
21903_8#111,4
27119_1#161,4
14673_2#77,4
21903_8#38,4
12837_1#54,4
13682_1#55,4
6512_4#7,4
13091_1#1,4
9950_2#73,4
27119_1#22,4
7001_2#12,4
7622_5#63,4
18814_2#77,4
6512_5#13,4
22695_3#268,4
27119_1#243,4
6486_6#17,4
12274_5#58,4
11861_1#56,4
18090_2#17,4
27119_1#116,4
27119_1#1,4
27119_1#24,4
6999_7#13,4
19341_3#106,4
17794_4#56,4
13224_7#1,4
19084_7#31,4
7001_2#6,4
7622_5#69,4
22984_8#53,4
24977_8#10,4
22841_2#114,4
10754X184_140620_D00294_0106_AC4FB4ANXX_6,4
6999_4#23,4
6999_1#2,4
14520_8#25,4
11826_4#42,4
11861_1#92,4
18814_2#14,4
14566_8#12,4
6512_6#13,4
15940_1#29,4
6925_1#53,4
13091_1#85,4
27119_1#108,4
13224_7#34,4
11860_1#3,4
15191_7#61,4
27119_1#271,4
11861_4#40,4
27119_1#45,4
24775_1#74,4
13681_1#21,4
6512_2#13,4
14566_8#35,4
10754X59_140620_D00294_0106_AC4FB4ANXX_5,4
15940_3#16,4
13682_2#55,4
27119_1#61,4
19341_3#8,4
10754X126_140620_D00294_0106_AC4FB4ANXX_6,4
14566_8#9,4
13414_3#37,4
14673_4#21,4
16453_3#37,4
21903_8#266,4
21903_8#188,4
13091_4#25,4
21903_8#45,4
14673_3#86,4
12291_5#66,4
15191_5#76,4
27119_1#141,4
27119_1#14,4
11893_1#52,4
26968_7#274,4
21903_8#133,4
21903_8#187,4
15191_8#16,4
27119_1#230,4
13414_4#29,4
15874_8#3,4
14673_3#73,4
27119_1#48,4
18814_1#26,4
21903_8#117,4
27119_1#59,4
15940_5#20,4
16399_8#50,4
15873_8#23,4
27119_1#159,4
21946_6#242,4
18787_3#7,4
13091_1#43,4
21946_6#174,4
27119_1#23,4
15873_8#28,4
7001_2#19,4
15191_8#8,4
27119_1#7,4
21242_2#129,4
10754X120_140620_D00294_0106_AC4FB4ANXX_6,4
27119_1#15,4
13091_1#59,4
11860_1#29,4
15940_6#76,4
11861_4#54,4
13414_2#87,4
18814_2#43,4
27119_1#128,4
10071_4#7,4
15873_6#10,4
22709_8#362,4
12291_4#40,4
12274_5#12,4
18814_2#1,4
21903_8#151,4
22695_3#37,4
22695_3#64,4
15995_2#103,4
13154_4#40,4
27119_1#292,4
13091_2#90,4
31537_1#277,4
12378_4#71,4
7622_5#54,4
11679_1#52,4
11511_7#79,4
10754X13_140620_D00294_0106_AC4FB4ANXX_5,4
11826_1#51,4
22695_3#243,4
6999_7#8,4
11826_1#77,4
22695_3#260,4
12378_4#13,4
22984_8#3,4
18814_2#34,4
7001_3#17,4
26968_7#275,4
27119_1#256,4
19341_3#111,4
23584_8#141,4
19341_2#175,4
21946_6#83,4
14673_2#90,4
13710_2#40,4
21242_2#149,4
22709_8#348,4
19341_2#174,4
13710_2#5,4
19341_3#65,4
11826_3#83,4
10868_6#66,4
13091_4#86,4
10868_6#44,4
14673_2#85,4
17794_4#89,4
14673_3#16,4
19341_3#86,4
12673_6#16,4
32139_2#269,4
17794_4#8,4
15940_7#40,4
19341_3#95,4
14673_4#14,4
19341_2#137,4
13414_2#31,4
19341_3#13,4
6470_3#13,4
18814_2#62,4
21946_6#180,4
18787_3#17,4
22695_3#151,4
11679_1#14,4
15608_2#78,4
22709_8#340,4
27119_1#50,4
15940_4#22,4
19341_3#59,4
13091_3#1,4
15191_7#2,4
15277_1#23,4
31537_1#376,4
6486_5#3,4
21903_8#327,4
27119_1#62,4
11861_3#21,4
21946_6#197,4
21946_6#297,4
12274_6#10,4
6512_3#22,4
13224_7#52,4
17966_5#124,4
6999_7#9,4
22695_3#108,4
21946_6#81,4
11860_4#11,4
27119_1#104,4
32139_2#53,4
22695_3#164,4
7553_5#53,4
10208_2#22,4
13091_4#29,4
18787_3#25,4
24861_1#12,4
16399_8#81,4
11861_5#75,4
27119_1#6,4
18814_1#41,4
21903_8#163,4
15682_2#38,4
13091_2#39,4
24977_8#29,4
21999_8#5,4
22695_3#25,4
14672_3#23,4
15940_4#47,4
21946_6#227,4
21903_8#18,4
19787_6#59,4
27119_1#262,4
12274_5#33,4
15940_2#14,4
21053_8#74,4
12378_4#40,4
19084_8#181,4
19341_3#23,4
32139_2#174,4
15874_8#68,4
6470_5#2,4
10071_4#8,4
14520_8#26,4
11826_3#80,4
27119_1#283,4
6999_4#7,4
13710_1#56,4
11822_8#44,4
14566_8#76,4
11861_5#19,4
27119_1#237,4
17059_8#56,4
6486_5#1,4
7553_4#9,4
13414_1#31,4
7622_4#1,4
12299_1#39,4
12274_6#57,4
19341_3#82,4
15940_3#8,4
6512_6#7,4
14672_3#48,4
23733_1#100,4
24977_8#58,4
6999_4#2,4
9950_1#90,4
21903_8#6,4
11658_2#49,4
11860_6#80,4
15191_6#27,4
15940_1#25,4
22984_8#14,4
15277_1#10,4
18814_2#61,4
14566_8#46,4
27119_1#4,4
13091_3#25,4
18090_1#134,4
13414_4#40,4
16399_8#48,4
18814_1#24,4
21946_6#82,4
13091_4#35,4
9950_1#66,4
13091_2#45,4
17794_5#73,4
6472_6#14,4
21946_6#273,4
15191_6#4,4
7622_4#20,4
18787_3#4,4
23584_8#84,4
27119_1#177,4
12216_4#90,4
21903_8#56,4
27119_1#206,4
6486_6#15,4
10754X169_140620_D00294_0106_AC4FB4ANXX_6,4
22709_8#330,4
12290_2#2,4
6486_6#14,4
18814_1#20,4
23584_8#133,4
13353_7#85,4
22695_3#21,4
6925_1#67,4
18814_1#51,4
15940_7#36,4
15277_1#13,4
21946_6#119,4
22695_3#287,4
10071_4#68,4
13414_2#47,4
17138_5#79,4
13682_1#53,4
21946_6#58,4
6999_1#9,4
11861_4#14,4
13414_2#7,4
11861_1#46,4
21053_8#103,4
15995_2#158,4
15940_5#3,4
17966_5#118,4
14913_4#51,4
22695_3#82,4
13091_4#44,4
6512_4#22,4
15940_2#42,4
13682_2#75,4
27119_1#134,4
11860_5#29,4
9950_2#25,4
12274_5#74,4
21946_6#200,4
6486_6#7,4
21946_6#141,4
7622_3#67,4
27119_1#198,4
14672_3#81,4
27119_1#153,4
19787_6#49,4
22695_3#160,4
10754X81_140620_D00294_0106_AC4FB4ANXX_5,4
13681_1#57,4
11657_8#33,4
22695_3#228,4
15873_1#30,4
13414_1#84,4
27119_1#105,4
12274_5#65,4
21053_8#121,4
6470_4#9,4
22695_3#49,4
19341_3#105,4
14672_3#86,4
27119_1#249,4
11826_4#38,4
13681_1#53,4
27119_1#190,4
11860_1#93,4
21903_8#271,4
22695_3#83,4
15191_8#27,4
12837_5#40,4
13710_2#15,4
11860_1#81,4
23495_7#7,4
6925_1#49,4
6512_1#23,4
21946_6#124,4
15191_6#22,4
17794_5#26,4
18787_3#21,4
13091_3#41,4
15682_8#24,4
21946_6#41,4
10847X21_140926_D00294_0134_AC4P96ANXX_5,4
23495_7#81,4
21903_8#231,4
15873_7#72,4
19341_3#74,4
6999_1#5,4
21903_8#136,4
15940_1#84,4
14673_3#20,4
21946_6#320,4
9950_2#50,4
16934_1#88,4
22695_3#107,4
15191_5#64,4
6930_8#5,4
14673_1#21,4
13681_1#49,4
27119_1#54,4
22709_8#309,4
6486_5#4,4
34746_4#90,4
15682_6#33,4
27119_1#30,4
13710_2#22,4
13091_2#86,4
14566_8#86,4
15873_8#22,4
7622_3#73,4
27119_1#125,4
27119_1#160,4
15277_1#19,4
13682_1#40,4
11860_7#40,4
15874_8#33,4
6470_6#5,4
19341_3#31,4
15940_1#83,4
15191_6#58,4
7553_5#64,4
18814_1#58,4
18787_3#8,4
7001_3#10,4
15940_1#51,4
27119_1#81,4
11657_1#76,4
27119_1#33,4
13681_1#93,4
13682_2#53,4
16043_2#43,4
7038_8#43,5
13414_3#64,5
14936_5#40,5
17966_5#137,5
14412_1#18,5
15873_8#53,5
17175_4#54,5
31919_2#248,5
13415_7#5,5
15841_4#19,5
13681_1#46,5
15940_6#17,5
13414_2#92,5
6512_1#15,5
6925_7#23,5
17150_6#5,5
10395_5#56,5
14913_4#12,5
15841_4#40,5
14410_8#92,5
9789_4#28,5
10847X18_140926_D00294_0134_AC4P96ANXX_5,5
15841_5#61,5
23733_1#116,5
28420_2#213,5
15873_6#82,5
20402_4#20,5
6972_7#41,5
12838_1#66,5
14673_3#82,5
18456_1#85,5
9221_3#25,5
15191_5#63,5
15873_6#13,5
19084_8#114,5
14913_3#90,5
7622_2#18,5
12162_1#27,5
23733_1#128,5
12290_3#64,5
12837_3#2,5
15873_1#43,5
17966_5#169,5
15531_4#44,5
10395_5#39,5
17870_7#110,5
14673_4#29,5
16399_5#14,5
13414_3#10,5
4995_6#9,5
15841_4#58,5
18090_1#90,5
22027_1#39,5
14410_8#75,5
31958_2#154,5
31958_2#283,5
6830_3#13,5
9221_3#70,5
15873_6#40,5
14673_4#16,5
19183_3#183,5
21127_2#184,5
19341_2#43,5
6731_2#18,5
15531_3#75,5
18090_1#111,5
12290_2#31,5
15841_3#39,5
23584_8#60,5
14913_4#84,5
14936_5#84,5
16399_6#71,5
14936_6#38,5
19341_3#32,5
22841_3#96,5
31958_2#359,5
32036_8#21,5
21127_2#169,5
31919_2#45,5
22027_1#104,5
28516_1#325,5
6930_7#5,5
14410_7#63,5
22841_4#165,5
32820_2#224,5
31958_2#148,5
17175_5#70,5
24861_1#146,5
32139_2#130,5
22841_4#83,5
15940_7#72,5
17138_4#23,5
32139_2#311,5
22841_1#23,5
15841_2#53,5
24775_1#38,5
14913_4#77,5
7622_3#93,5
15940_4#56,5
19341_1#143,5
20402_4#103,5
15731_8#35,5
22114_6#71,5
22841_1#44,5
24861_1#42,5
10395_5#41,5
31919_2#241,5
18090_1#82,5
17175_8#90,5
24775_1#291,5
13415_4#8,5
6259_6#6,5
17150_6#24,5
15841_2#48,5
24861_1#179,5
24497_7#118,5
13415_7#93,5
12837_3#60,5
20402_4#34,5
24820_2#320,5
31919_2#128,5
17794_7#157,5
32036_8#72,5
14673_4#70,5
32139_3#189,5
28522_3#266,5
24861_1#170,5
8016_3#68,5
17059_8#94,5
28177_3#345,5
27119_1#171,5
7004_5#6,5
20427_5#63,5
9950_1#37,5
28177_3#35,5
15873_8#29,5
13414_3#44,5
17150_6#28,5
15873_6#65,5
19536_2#46,5
24775_1#338,5
28420_2#202,5
15841_3#12,5
31958_2#237,5
32036_8#98,5
32139_7#244,5
9950_1#45,5
22695_3#174,5
32820_2#248,5
11861_4#62,5
17175_4#30,5
15731_8#73,5
8016_3#53,5
28177_3#266,5
17175_8#40,5
17870_8#172,5
22841_4#97,5
21999_8#73,5
13681_1#35,5
28177_3#205,5
29330_2#195,5
32036_8#364,5
13415_7#47,5
17966_5#1,5
21999_8#171,5
15191_8#41,5
17150_6#68,5
17794_7#78,5
15841_4#26,5
19084_8#83,5
28177_3#188,5
16453_2#72,5
17428_8#31,5
19084_8#136,5
14936_6#79,5
14936_6#64,5
17794_7#44,5
6631_1#8,5
14937_1#50,5
9221_5#52,5
12274_5#64,5
23733_1#113,5
17966_5#9,5
28042_2#14,5
31958_2#48,5
13224_7#31,5
24820_2#333,5
6925_3#22,5
13710_1#63,5
15873_8#40,5
6631_2#23,5
24861_1#157,5
17966_5#127,5
21127_1#12,5
12162_1#91,5
15940_7#30,5
22841_2#52,5
9262_4#9,5
32820_2#348,5
13415_8#43,5
7622_4#37,5
14520_6#22,5
15940_1#24,5
22276_1#104,5
7011_3#12,5
14520_4#63,5
12378_4#39,5
24861_1#194,5
22335_7#91,5
24861_1#59,5
14257_1#79,5
32820_2#19,5
32139_3#9,5
22841_1#70,5
6949_3#5,5
23164_8#96,5
22027_1#31,5
15731_8#42,5
12162_1#82,5
15682_5#41,5
28042_2#46,5
14936_6#55,5
15873_2#62,5
17150_6#48,5
17870_7#178,5
14520_6#37,5
20402_4#16,5
14520_7#4,5
9221_4#12,5
14913_3#61,5
31919_2#366,5
10868_6#61,5
15873_6#33,5
21127_1#144,5
31919_2#47,5
8016_3#77,5
31919_2#107,5
18456_1#62,5
20402_4#47,5
3379_8#10,5
21127_1#146,5
32036_8#311,5
18090_1#183,5
13091_6#40,5
28177_3#25,5
17175_7#59,5
22841_1#173,5
24861_1#33,5
21999_8#148,5
17150_4#5,5
32139_3#218,5
13415_5#62,5
15682_5#46,5
31664_1#240,5
29102_1#251,5
32036_8#222,5
15873_4#64,5
17059_8#46,5
9221_3#71,5
6983_4#76,5
4370_1#6,5
32036_8#242,5
6710_8#21,5
24861_1#18,5
6972_7#27,5
17175_5#55,5
22027_1#149,5
32139_2#262,5
14913_5#75,5
32820_2#60,5
28042_2#265,5
15995_1#172,5
23733_1#135,5
28516_1#374,5
15841_5#39,5
9803_7#57,5
6938_3#23,5
14936_6#84,5
15873_3#47,5
21127_1#143,5
24936_1#17,5
28042_2#197,5
31958_2#89,5
13710_1#42,5
17059_6#89,5
7011_6#4,5
18456_1#93,5
17870_8#185,5
21946_6#314,5
15995_2#77,5
21999_7#104,5
32820_2#340,5
8016_3#59,5
14913_5#13,5
14913_5#45,5
15940_1#22,5
19536_2#14,5
24861_1#176,5
22841_2#174,5
28516_1#291,5
14566_4#79,5
20402_4#178,5
24371_8#196,5
32036_8#286,5
18090_1#57,5
21999_8#131,5
6630_1#11,5
14410_7#51,5
20402_4#108,5
14555_4#48,5
14566_4#50,5
15841_5#49,5
13414_8#51,5
15873_8#39,5
19084_7#28,5
28177_3#275,5
3379_6#6,5
15873_3#53,5
23733_1#114,5
17150_5#66,5
23164_8#83,5
18456_1#86,5
14723_3#81,5
15277_1#20,5
28516_1#51,5
17175_4#12,5
3850_6#10,5
14566_5#83,5
22114_6#39,5
12837_2#81,5
28042_2#112,5
14412_1#25,5
28177_3#98,5
24861_1#152,5
14566_4#37,5
19341_2#59,5
21999_8#62,5
24820_2#357,5
24936_1#13,5
3379_5#9,5
23164_8#92,5
28042_2#50,5
14913_4#39,5
31588_4#45,5
32820_2#301,5
21523_1#133,5
22841_4#40,5
9221_4#18,5
25580_7#57,5
19341_3#119,5
6755_1#3,5
24861_1#73,5
28420_2#50,5
31588_4#181,5
14913_6#34,5
28177_3#10,5
15841_2#30,5
15378_3#14,5
16453_3#62,5
28177_3#368,5
15873_1#15,5
14673_4#18,5
17870_7#51,5
9221_5#13,5
22841_3#28,5
6899_7#22,5
25052_8#3,5
18456_1#124,5
14412_1#27,5
32139_2#196,5
9262_4#54,5
12291_4#48,5
22667_8#27,5
22667_8#52,5
14412_1#90,5
15378_2#2,5
15841_5#84,5
28516_1#252,5
24861_1#195,5
28042_2#205,5
13353_7#3,5
15731_8#9,5
12837_4#14,5
32139_3#23,5
12299_1#60,5
32139_2#364,5
14936_6#46,5
8016_3#27,5
15873_4#26,5
6736_4#8,5
12837_1#77,5
14410_8#65,5
7004_3#25,5
14936_6#49,5
15378_4#51,5
22695_3#309,5
7054_5#5,5
13414_2#9,5
31919_2#281,5
14673_4#60,5
32036_8#178,5
15682_3#8,5
13415_5#81,5
19084_7#52,5
29102_1#317,5
31958_2#342,5
17175_4#86,5
32139_2#87,5
31958_2#74,5
15873_3#50,5
15940_7#10,5
16453_3#79,5
22841_3#90,5
28042_2#54,5
13224_7#37,5
13414_8#5,5
14913_4#36,5
19183_3#133,5
24775_1#240,5
22114_6#40,5
14936_5#45,5
13353_7#47,5
15873_6#84,5
15995_2#60,5
14520_5#18,5
15841_3#93,5
22841_4#161,5
20402_4#12,5
9262_4#55,5
19183_3#45,5
28177_3#45,5
17870_8#169,5
21946_6#177,5
15378_2#37,5
7553_4#11,5
13414_8#55,5
11893_1#21,5
28177_3#116,5
32036_8#369,5
15841_6#41,5
14566_5#69,5
20402_4#172,5
15531_2#92,5
24861_1#1,5
28420_2#42,5
17966_5#126,5
15378_4#29,5
12299_1#78,5
9262_4#92,5
32139_3#54,5
28042_2#221,5
6753_4#11,5
32820_2#308,5
19341_1#134,5
13414_8#7,5
16399_8#44,5
15995_2#36,5
32139_2#100,5
17138_3#51,5
22841_1#54,5
29330_2#161,5
32139_7#310,5
17059_6#65,5
13710_2#3,5
17150_4#74,5
12837_1#45,5
22841_3#52,5
15841_4#85,5
24861_1#190,5
28177_3#144,5
28516_1#210,5
15531_2#62,5
22114_6#57,5
31958_2#165,5
16453_2#63,5
22841_1#68,5
14566_4#51,5
19646_1#18,5
16399_7#60,5
23164_8#86,5
9221_5#37,5
15682_4#34,5
13414_1#42,5
15841_4#5,5
22984_8#13,5
32036_8#333,5
14723_2#39,5
20427_5#23,5
29102_1#56,5
15995_2#191,5
17175_8#67,5
15731_8#57,5
19084_8#106,5
29330_2#236,5
14412_2#20,5
15841_1#33,5
9221_5#50,5
19183_3#24,5
19341_1#17,5
29330_2#165,5
28516_1#170,5
15940_7#74,5
15995_1#109,5
21127_2#70,5
14673_3#30,5
21999_8#132,5
14412_2#91,5
15841_4#93,5
32139_2#64,5
17059_6#16,5
31958_2#345,5
9221_5#49,5
17150_6#8,5
22841_1#114,5
13415_8#42,5
12837_2#50,5
15873_5#12,5
15531_7#29,5
12291_6#7,5
32139_3#338,5
32820_2#15,5
7622_2#19,5
32139_2#20,5
24861_1#35,5
14723_1#69,5
17059_6#62,5
12162_1#46,5
7622_4#47,5
17175_8#68,5
19536_2#34,5
17175_4#2,5
28177_3#79,5
12290_2#41,5
6736_6#19,5
22027_1#150,5
17870_7#90,5
19646_1#127,5
14913_5#52,5
28516_1#337,5
17175_5#5,5
17175_7#64,5
14410_7#42,5
9789_5#15,5
6972_8#50,5
6755_4#1,5
17150_6#34,5
21999_7#108,5
14520_6#89,5
24861_1#94,5
15873_4#37,5
14936_6#71,5
28420_2#72,5
12378_2#14,5
17150_4#1,5
15682_3#54,5
31919_2#339,5
3850_5#9,5
29330_2#157,5
28177_3#177,5
19341_1#49,5
32139_2#75,5
28177_3#33,5
13414_1#20,5
22027_1#84,5
13415_4#25,5
28516_1#197,5
22841_3#54,5
28042_2#2,5
20427_5#71,5
14520_5#2,5
10754X94_140620_D00294_0106_AC4FB4ANXX_5,5
15531_2#48,5
17059_6#91,5
17138_4#71,5
17175_8#5,5
28516_1#249,5
6512_5#15,5
17870_7#69,5
15841_2#79,5
14936_6#81,5
17870_7#53,5
24861_1#45,5
21999_8#167,5
9221_3#41,5
28516_1#347,5
7553_5#92,5
17059_7#91,5
16453_3#71,5
15940_5#63,5
15841_1#3,5
13353_7#59,5
17870_8#173,5
23584_8#58,5
20925_3#15,5
7038_8#37,5
14555_3#54,5
31958_2#281,5
24775_1#10,5
17870_7#41,5
32820_2#236,5
14673_4#58,5
18456_1#150,5
31919_2#8,5
32036_8#140,5
23733_1#125,5
19084_7#34,5
13414_1#37,5
32139_3#290,5
12291_5#3,5
14913_6#13,5
18456_1#46,5
9262_3#12,5
6664_1#10,5
22841_1#28,5
15531_5#28,5
